assignment_group,description,text_length
GRP_0,reset password zigioachstyac sid,32
GRP_0,add member distribution group,29
GRP_0,skype issue friend change password today problem message come everything gtehdnyu say ok successfully reason able log business show follow let know,147
GRP_2,ticket change ansi company com close,36
GRP_0,ticket update spam email come inbox,35
GRP_2,ticket change ansi would close moment try work well excuse inconvenience,72
GRP_2,change ethic dear company mail seem create problem ethnic site business conduct center training record indicate log credential use access collaboration platform match file within active directory submit ticket global support ensure network correctly enter erp make sure,269
GRP_0,outlook launch,14
GRP_0,outlook update see error say password wrong win connect server open programdnty ask enter credential currently use web base version internet explorer,149
GRP_0,email box good morning need add couple access mailto also owner address people possible,87
GRP_8,network outage israel sale facility type circuit power specify top cert site start schedule maintenance company provider maint ticket backup active contact notify phone email remote dial equipment reset verify work vendor global telecom verizon gsc additional diagnostic,270
GRP_0,unable log window,17
GRP_0,account lock,12
GRP_12,important synchronize network mr dwfiykeo argtxmvcumar team two must identical currently datum match thank much advance regard specialist hr share service mailto company gmbh manage director phvkowml azbtkqwx naruedlk mpvhakdq,226
GRP_0,reset password erp,18
GRP_4,interface gigabitethernet ap company ind kirty pu ff stack sw com,65
GRP_19,laptop need format send thursday september sridthshar herytur subject asset ghkkytu discuss give new joiner assign inc team,123
GRP_0,connect outlook exchange skype also issue com add excel repeat past able available file reselect time open,106
GRP_13,material sartlgeo lhqksbdx create delivery allow sys status object text exist need,82
GRP_0,log skype change password yesterday win recognize today,55
GRP_5,printer problem issue information reroute rn back complete require question return gsc requester provide review ticket able resolve assign appropriate group per assignment flowchart make model ex hq wy hp detailed description erp fix type document print email excel word inwarehouse tool delivery note production order system application use time window respond ping command network power cycle sid hrp plm output another temporarily correctly scan copy attach ticketing,470
GRP_33,skype conference germany speaker require room behind confirm purchase new two xvwchsdg pladjmxt suggest one big instead check price allow michghytuael compare possibility,170
GRP_2,need reset password could create new block computer access aerp contact,71
GRP_0,company iphone device activation,32
GRP_0,vip unable network,18
GRP_12,printer server hostname right add pc fine try print continuously character symbol use laserjet look,99
GRP_6,erp issue delivery sto truck schedule pick today stock available apparently apo return scrap powder plant,105
GRP_3,fitness center digital signage pc connect network update,56
GRP_0,unable logon erp,16
GRP_5,job sid hotf fail scheduler monitor tool company com,52
GRP_0,reset password zigioachstyac sid,32
GRP_0,able access email manager,25
GRP_0,erp sid account unlock password reset,37
GRP_8,job sid arc fail scheduler monitor tool company com,51
GRP_8,job sid arc fail scheduler monitor tool company com,51
GRP_8,job sid arc fail scheduler monitor tool company com,51
GRP_8,job sid arc fail scheduler monitor tool company com,51
GRP_2,vpn check antivirus company domain connect outside network refer screenshot,75
GRP_5,job sid hotf fail scheduler monitor tool company com,52
GRP_12,system disk server hostname full check issue week ago ticket inc virtual center,79
GRP_9,report tool issue daily sale order reply create case need possibility subscribe dedicated receive datum email instead total industrial result consist combine tooling grugermany good,181
GRP_0,erp sid account unlock password reset,37
GRP_0,mobile email access dear sir attach fill wireless mobility policy sheet manager approval enable contact information require regard good,135
GRP_6,job fail scheduler monitor tool company com,43
GRP_0,good morning try log erp error urgently process customer order,62
GRP_24,replace cable jionmpsf wnkpzcmv,31
GRP_24,monitor defective material warehouse cause problem take look,60
GRP_24,install powder control station tmqfjard qzhgdoua,48
GRP_24,incorrect format pdf,20
GRP_24,install powder control station vaigycet jtgmpdcr,48
GRP_9,job fail scheduler monitor tool company com,43
GRP_0,login failure erp nieghjyukea good morning team problem child,61
GRP_0,erp engineering tool reset password ba mailto company share service gmbh manage director phvkowml azbtkqwx naruedlk mpvhakdq,124
GRP_2,erp sid account team reset password hydstheud mddwwyleh operation supervisor company distribution service asia pte ltd email mailto,131
GRP_0,logon balance error good morning south africa office log erp look like digital line affect everyone child,105
GRP_0,username erp logon good morning able log child,46
GRP_0,erp system morning lock shutdown computer still company south africa,68
GRP_0,erp good morning log receive follow error,41
GRP_0,erp good day trust well lock give code,38
GRP_9,bobj error issue refresh global spend analytic report,53
GRP_8,job bkwin tax interface qa daily fail scheduler monitor tool company com critical hostname drive time device address find backup statistic session queue hour complete disk agent aborted total medium mbyte mb use error,217
GRP_8,job pp eu tool netch ap fail scheduler monitor company com,58
